animal_id,species,breed,age_years,weight_kg,sex,visit_id,visit_date,presenting_complaint,body_system,diagnosis,severity,treatment_type,treatment_detail,outcome
ANM05649,Dog,French Bulldog,25.2,10.8,FS,VIS05649,2024-05-24,"coughing, nasal discharge",Respiratory,Kennel cough (CIRD),mild,Medication,"Antitussives, antibiotics if secondary infection",recovered
ANM06612,Dog,Labrador Retriever,13.4,33.4,FS,VIS06612,2024-11-04,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM09685,Cat,Domestic Shorthair,19.5,4.6,MN,VIS09685,2023-07-20,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM09976,Cat,British Shorthair,16.8,6.3,FS,VIS09976,2024-05-01,"sudden hindlimb paralysis, vocalising in pain, cold extremities",Cardiovascular,Feline Aortic Thromboembolism (FATE),severe,Medication,"Analgesia (buprenorphine), antithrombotics (clopidogrel), intensive care",referred
ANM13877,Cat,British Shorthair,5.7,6.7,MN,VIS13877,2024-04-14,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),moderate,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM08144,Cat,Domestic Shorthair,18.8,5.7,FS,VIS08144,2024-10-09,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM07782,Dog,French Bulldog,3.4,11.8,F,VIS07782,2023-08-02,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM00864,Dog,Labrador Retriever,1.8,28.0,MN,VIS00864,2024-01-14,"eye discharge, redness",Ophthalmology,Conjunctivitis,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM02695,Dog,French Bulldog,7.4,12.3,FS,VIS02695,2024-10-12,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint), topical therapies",chronic management
ANM01795,Dog,German Shepherd,4.6,10.9,F,VIS01795,2024-06-08,"bad breath, difficulty eating",Respiratory,Brachycephalic Obstructive Airway Syndrome (BOAS),mild,Surgery,Dental scaling and extractions,recovered
ANM14490,Cat,Maine Coon,9.9,9.8,MN,VIS14490,2024-02-15,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM08683,Cat,Domestic Shorthair,8.9,5.9,FS,VIS08683,2024-04-10,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM04842,Dog,Yorkshire Terrier,4.1,3.7,M,VIS04842,2023-02-18,"coughing, nasal discharge",Respiratory,Kennel cough (CIRD),mild,Medication,"Antitussives, antibiotics if secondary infection",recovered
ANM07008,Dog,Labrador Retriever,5.0,32.8,MN,VIS07008,2023-04-17,"exercise intolerance, coughing",Cardiovascular,Heart murmur (unspecified),moderate,Medication,"Monitoring, pimobendan if progressive",chronic management
ANM09239,Cat,Domestic Shorthair,1.4,5.9,FS,VIS09239,2023-07-26,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids",recovered
ANM05340,Dog,German Shepherd,6.4,37.8,FS,VIS05340,2023-02-25,"limping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"NSAIDs (meloxicam), physiotherapy",chronic management
ANM01591,Dog,Yorkshire Terrier,4.4,3.7,MN,VIS01591,2024-02-22,"stunted growth, neurological signs, vomiting post-meal",GI,Portosystemic shunt (PSS),severe,Surgery,"Low-protein diet, lactulose, ameroid constrictor",referred
ANM01740,Dog,German Shepherd,9.8,39.0,MN,VIS01740,2024-10-02,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM00336,Dog,French Bulldog,4.9,12.7,F,VIS00336,2023-04-08,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint)",chronic management
ANM10816,Cat,Persian,15.6,3.3,FS,VIS10816,2024-12-25,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM09352,Cat,Domestic Shorthair,13.0,5.4,FS,VIS09352,2024-08-22,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM12231,Cat,Maine Coon,2.6,5.3,FS,VIS12231,2023-07-12,"reduced jumping, stiffness",Musculoskeletal,Fracture,moderate,Medication,Insulin glargine,chronic management
ANM00348,Dog,French Bulldog,1.8,11.6,MN,VIS00348,2024-02-28,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM09084,Cat,Domestic Shorthair,13.7,5.3,FS,VIS09084,2024-10-10,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM14672,Cat,Domestic Shorthair,17.1,5.6,F,VIS14672,2024-01-07,"vomiting, lethargy",GI,Vomiting (acute),mild,Supportive care,"Anti-emetics (maropitant), fluids",recovered
ANM09094,Cat,Persian,11.7,5.0,F,VIS09094,2023-11-01,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM00760,Dog,Chihuahua,15.7,1.7,FS,VIS00760,2023-11-13,"bad breath, difficulty eating",Urinary,Feline Lower Urinary Tract Disease (FLUTD),mild,Surgery,Dental scaling and extractions,recovered
ANM09605,Cat,Persian,1.1,5.2,M,VIS09605,2023-05-29,"weight loss, vomiting, increased thirst",Urinary,Polycystic Kidney Disease (PKD),moderate,Medication,"Symptomatic management (fluids, antiemetics, blood pressure control)",chronic management
ANM08963,Cat,British Shorthair,10.4,4.2,MN,VIS08963,2023-11-28,"weight gain, increased thirst, increased urination",GI,Obesity and Type II Diabetes,moderate,Medication,"Strict caloric restriction, high-protein/low-carb diet, insulin glargine",chronic management
ANM05525,Dog,Labrador Retriever,7.1,35.0,F,VIS05525,2024-06-15,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, bland diet, fluids",recovered
ANM09088,Cat,Maine Coon,3.5,8.2,F,VIS09088,2023-08-03,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM05532,Dog,Yorkshire Terrier,9.2,2.1,FS,VIS05532,2023-05-01,"stunted growth, neurological signs, vomiting post-meal",GI,Portosystemic shunt (PSS),severe,Surgery,"Low-protein diet, lactulose, ameroid constrictor",referred
ANM10906,Cat,Maine Coon,10.6,9.0,FS,VIS10906,2023-04-24,"exercise intolerance, open-mouth breathing, sudden collapse",Cardiovascular,Hypertrophic cardiomyopathy (HCM),moderate,Medication,"Diuretics (furosemide), ACE inhibitors (benazepril), clopidogrel",chronic management
ANM12124,Cat,Siamese,3.6,4.6,F,VIS12124,2023-03-30,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM04221,Dog,French Bulldog,9.2,13.3,FS,VIS04221,2024-09-24,"lethargy, vaginal discharge, polydipsia",Reproductive,Pyometra,severe,Surgery,"Ovariohysterectomy, IV fluids, antibiotics",recovered
ANM14195,Cat,Domestic Shorthair,16.9,4.6,FS,VIS14195,2024-01-07,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM13079,Cat,Domestic Shorthair,12.5,5.2,FS,VIS13079,2024-02-25,"diarrhoea, decreased appetite",GI,Diarrhoea / Gastroenteritis,moderate,Medication,"Metronidazole, probiotics, bland diet",recovered
ANM08408,Cat,Domestic Shorthair,18.9,3.9,MN,VIS08408,2024-01-09,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),moderate,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM13693,Cat,Maine Coon,12.1,6.2,MN,VIS13693,2023-07-25,"sneezing, nasal discharge, eye discharge",Respiratory,Upper respiratory infection (cat flu),moderate,Medication,"Supportive care, antibiotics if secondary (doxycycline)",recovered
ANM14960,Cat,Domestic Shorthair,1.6,3.8,F,VIS14960,2024-09-25,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM05996,Dog,French Bulldog,7.3,13.1,M,VIS05996,2024-01-26,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM14312,Cat,Persian,4.1,4.8,F,VIS14312,2024-08-06,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM00565,Dog,German Shepherd,12.1,29.0,MN,VIS00565,2024-07-19,"scooting, licking perianal area, pain on defecation",Dermatology,Anal furunculosis,severe,Medication,"Ciclosporin, metronidazole",chronic management
ANM03959,Dog,French Bulldog,6.8,9.0,FS,VIS03959,2024-07-08,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM02063,Dog,Chihuahua,17.1,1.7,M,VIS02063,2024-09-11,"bad breath, difficulty eating",Reproductive,Pyometra,mild,Surgery,Dental scaling and extractions,recovered
ANM07201,Dog,French Bulldog,4.5,8.7,FS,VIS07201,2023-12-14,"noisy breathing, exercise intolerance, cyanosis",Respiratory,Brachycephalic Obstructive Airway Syndrome (BOAS),moderate,Surgery,"Staphylectomy, nares resection",recovered
ANM12472,Cat,British Shorthair,4.4,7.9,FS,VIS12472,2023-12-28,"exercise intolerance, open-mouth breathing",Cardiovascular,Hypertrophic cardiomyopathy (HCM),moderate,Medication,"Beta-blockers (atenolol) or diltiazem, regular echo monitoring",chronic management
ANM02296,Dog,Beagle,13.4,10.4,MN,VIS02296,2023-03-01,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,moderate,Medication,"Metronidazole, bland diet, fluids",recovered
ANM08369,Cat,British Shorthair,6.0,5.2,M,VIS08369,2024-06-20,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM11248,Cat,Maine Coon,8.8,6.8,FS,VIS11248,2024-10-28,"bad breath, drooling, difficulty eating",Musculoskeletal,Fracture,moderate,Medication,Insulin glargine,recovered
ANM12859,Cat,Siamese,15.1,4.1,MN,VIS12859,2024-02-18,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),moderate,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM02965,Dog,Beagle,1.4,10.5,M,VIS02965,2023-09-19,"scratching, skin lesions",Dermatology,Pyoderma,mild,Medication,"Systemic antibiotics (cephalexin), topical therapy",recovered
ANM06848,Dog,Chihuahua,13.9,1.6,MN,VIS06848,2023-08-06,"intermittent skipping gait, hindlimb lameness",Musculoskeletal,Patellar luxation,moderate,Surgery,"Trochleoplasty, tibial crest transposition",recovered
ANM02793,Dog,French Bulldog,4.8,12.7,FS,VIS02793,2023-11-19,"limping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"NSAIDs (carprofen/meloxicam), joint supplements",chronic management
ANM01968,Dog,Labrador Retriever,11.3,27.6,MN,VIS01968,2024-10-02,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM04729,Dog,French Bulldog,9.7,13.2,M,VIS04729,2024-12-14,"noisy breathing, exercise intolerance, cyanosis",Respiratory,Brachycephalic Obstructive Airway Syndrome (BOAS),severe,Surgery,"Staphylectomy, nares resection",chronic management
ANM13500,Cat,British Shorthair,6.0,5.6,FS,VIS13500,2024-11-25,"exercise intolerance, open-mouth breathing",Cardiovascular,Hypertrophic cardiomyopathy (HCM),severe,Medication,"Beta-blockers (atenolol) or diltiazem, regular echo monitoring",chronic management
ANM07613,Dog,Labrador Retriever,5.0,32.3,M,VIS07613,2024-09-01,"coughing, nasal discharge",Respiratory,Kennel cough (CIRD),mild,Medication,"Antitussives, antibiotics if secondary infection",recovered
ANM11551,Cat,Persian,15.5,4.3,FS,VIS11551,2023-06-28,"eye squinting, discharge, corneal pigmentation",Ophthalmology,Corneal ulcer / Sequestrum,moderate,Surgery,"Topical ophthalmic antibiotics, lubricants, superficial keratectomy",recovered
ANM05970,Dog,Labrador Retriever,7.0,32.5,FS,VIS05970,2024-09-06,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM09204,Cat,Maine Coon,13.5,7.9,MN,VIS09204,2023-01-30,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM11105,Cat,Siamese,13.8,3.7,MN,VIS11105,2024-12-11,"reduced jumping, stiffness",Musculoskeletal,Osteoarthritis,moderate,Medication,"Meloxicam (low dose), gabapentin, frunevetmab (Solensia)",chronic management
ANM06543,Dog,German Shepherd,3.6,38.8,FS,VIS06543,2023-11-26,"head shaking, ear scratching",Ear,Otitis externa,mild,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM06641,Dog,Labrador Retriever,3.7,32.5,F,VIS06641,2023-08-02,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM10036,Cat,Domestic Shorthair,15.8,3.5,MN,VIS10036,2024-04-09,"weight loss, increased thirst, decreased appetite",Urinary,Chronic Kidney Disease (CKD),moderate,Medication,"Renal diet, phosphate binders, SQ fluids, benazepril",chronic management
ANM13642,Cat,Persian,1.8,5.3,F,VIS13642,2023-05-26,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM00106,Dog,Labrador Retriever,13.5,26.1,MN,VIS00106,2023-09-28,"eye discharge, redness",Reproductive,Pyometra,mild,Medication,Topical ophthalmic antibiotics,recovered
ANM01196,Dog,German Shepherd,1.6,28.8,FS,VIS01196,2023-09-02,"bad breath, difficulty eating",Urinary,Feline Lower Urinary Tract Disease (FLUTD),mild,Surgery,Dental scaling and extractions,recovered
ANM08665,Cat,British SH,7.1,4.4,FS,VIS08665,2024-04-27,"weight gain, increased thirst, increased urination",GI,Obesity and Type II Diabetes,moderate,Medication,"Strict caloric restriction, high-protein/low-carb diet, insulin glargine",chronic management
ANM08414,Cat,Persian,15.1,4.7,FS,VIS08414,2024-06-15,"weight loss, vomiting, increased thirst",Urinary,Polycystic Kidney Disease (PKD),moderate,Medication,"Symptomatic management (fluids, antiemetics, blood pressure control)",chronic management
ANM05732,Dog,French Bulldog,5.3,8.0,M,VIS05732,2024-06-25,"noisy breathing, exercise intolerance, cyanosis",Respiratory,Brachycephalic Obstructive Airway Syndrome (BOAS),moderate,Surgery,"Staphylectomy, nares resection",recovered
ANM02390,Dog,Labrador Retriever,11.8,27.2,MN,VIS02390,2023-08-08,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM04972,Dog,Yorkshire Terrier,12.1,3.2,FS,VIS04972,2023-08-02,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, bland diet, fluids",recovered
ANM02388,Dog,Beagle,9.4,9.3,FS,VIS02388,2023-10-03,"bad breath, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM02209,Dog,French Bulldog,7.6,8.8,M,VIS02209,2024-11-29,"exercise intolerance, coughing",Cardiovascular,Heart murmur (unspecified),moderate,Medication,"Monitoring, pimobendan if progressive",chronic management
ANM00895,Dog,Yorkshire Terrier,5.2,2.1,FS,VIS00895,2023-05-06,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,moderate,Medication,"Metronidazole, bland diet, fluids",recovered
ANM09898,Cat,Domestic Shorthair,11.8,3.9,MN,VIS09898,2023-11-04,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
ANM05259,Dog,Chihuahua,8.5,2.5,FS,VIS05259,2023-03-02,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, bland diet, fluids",recovered
ANM00507,Dog,Chihuahua,12.1,1.8,FS,VIS00507,2023-12-06,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM11744,Cat,Persian,16.5,4.3,F,VIS11744,2024-04-27,"weight loss, vomiting, increased thirst",Urinary,Polycystic Kidney Disease (PKD),moderate,Medication,"Symptomatic management (fluids, antiemetics, blood pressure control)",chronic management
ANM10341,Cat,Domestic Shorthair,17.6,4.7,MN,VIS10341,2024-11-07,"exercise intolerance, open-mouth breathing",Cardiovascular,Hypertrophic cardiomyopathy (HCM),moderate,Medication,"Atenolol or diltiazem, clopidogrel",chronic management
ANM00852,Dog,Yorkshire Terrier,5.3,2.4,F,VIS00852,2024-11-07,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint)",chronic management
ANM04666,Dog,Labrador Retriever,2.9,35.2,MN,VIS04666,2023-08-11,"diarrhoea, vomiting",GI,Diarrhoea / Gastroenteritis,mild,Medication,"Metronidazole, bland diet, fluids",recovered
ANM05804,Dog,French Bulldog,1.8,10.3,M,VIS05804,2023-06-17,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint), topical therapies",chronic management
ANM10129,Cat,Domestic Shorthair,12.6,5.1,F,VIS10129,2023-03-15,"scratching, hair loss, skin lesions",Dermatology,Flea allergy dermatitis,mild,Medication,"Flea treatment (selamectin/fipronil), topical steroids",recovered
ANM04081,Dog,French Bulldog,1.3,11.3,FS,VIS04081,2024-06-26,"itching, redness, recurrent skin issues",Dermatology,Atopic dermatitis,moderate,Medication,"Oclacitinib (Apoquel), lokivetmab (Cytopoint), topical therapies",chronic management
ANM09530,Cat,Domestic Shorthair,2.2,5.5,MN,VIS09530,2023-11-03,"bad breath, drooling, difficulty eating",Dental,Periodontal disease,moderate,Surgery,Dental scaling and extractions,recovered
ANM06861,Dog,Yorkshire Terrier,1.7,3.7,MN,VIS06861,2024-10-20,"head shaking, ear scratching",Ear,Otitis externa,moderate,Medication,"Topical antimicrobial/steroid drops, ear flush",recovered
ANM13386,Cat,Persian,4.3,4.4,MN,VIS13386,2023-06-27,"weight loss, vomiting, increased thirst",Urinary,Polycystic Kidney Disease (PKD),severe,Medication,"Symptomatic management (fluids, antiemetics, blood pressure control)",chronic management
ANM05356,Dog,Chihuahua,9.3,1.9,M,VIS05356,2024-07-29,"bad breath, difficulty eating",Dental,Periodontal disease,mild,Surgery,Dental scaling and extractions,recovered
